date, pm25, pm10, o3, no2, so2, co
2014/4/8, 101, 39, 31, 37, 1, 3
2014/4/9, 67, 34, 38, 35, 1, 3
2014/4/10, 65, 41, 40, 30, 1, 3
2014/4/11, 76, 26, 35, 18, 1, 2
2014/4/12, 62, 37, 33, 43, 1, 3
2014/4/13, 72, 35, 42, 38, 2, 3
2014/4/14, 67, 40, 41, 38, 2, 3
2014/4/15, 73, 54, 42, 40, 2, 3
2014/4/16, 87, 39, 39, 41, 1, 3
2014/4/17, 67, 32, 40, 44, 1, 3
2014/4/18, 63, 48, 41, 31, 2, 2
2014/4/19, 78, 41, 38, 27, 1, 2
2014/4/20, 68, 18, 42, 18, 1, 1
2014/4/21, 45, 34, 32, 43, 1, 3
2014/4/22, 67, 40, 34, 43, 2, 3
2014/4/23, 72, 66, 36, 70, 2, 6
2014/4/24, 108, 60, 34, 55, 2, 5
2014/4/25, 97, 41, 33, 23, 1, 2
2014/4/26, 67, 45, 30, 39, 2, 3
2014/4/27, 77, 52, 36, 36, 3, 2
2014/4/28, 72, 32, 35, 24, 2, 1
2014/4/29, 66, 43, 32, 37, 2, 3
2014/4/30, 73, 40, 32, 28, 1, 2
2014/5/1, 68, 29, 33, 24, 1, 3
2014/5/2, 52, 51, 40, 38, 2, 4
2014/5/3, 90, 61, 27, 73, 3, 5
2014/5/4, 98, 94, 35, 45, 2, 4
2014/5/5, 136, 103, 30, 23, 1, 3
2014/5/6, 157, 43, 32, 22, 1, 2
2014/5/7, 79, 35, 32, 31, 1, 3
2014/5/8, 67, 47, 45, 39, 2, 4
2014/5/9, 85, 47, 51, 24, 1, 3
2014/5/10, 82, 38, 35, 29, 1, 2
2014/5/11, 70, 29, 35, 35, 1, 3
2014/5/12, 61, 28, 36, 37, 1, 2
2014/5/13, 61, 31, 31, 38, 1, 3
2014/5/14, 73, 38, 34, 41, 1, 3
2014/5/15, 82, 38, 28, 40, 2, 4
2014/5/16, 85, 27, 36, 15, 1, 2
2014/5/17, 68, 21, 40, 26, 1, 2
2014/5/18, 44, 38, 36, 37, 2, 4
2014/5/19, 79, 36, 34, 43, 1, 3
2014/5/20, 69, 47, 39, 34, 2, 3
2014/5/21, 88, 41, 36, 36, 1, 3
2014/5/22, 78, 40, 36, 29, 1, 3
2014/5/23, 80, 41, 37, 23, 1, 3
2014/5/24, 83, 37, 33, 37, 1, 4
2014/5/25, 73, 47, 33, 44, 1, 3
2014/5/26, 83, 49, 33, 49, 3, 4
2014/5/27, 88, 66, 32, 50, 2, 5
2014/5/28, 109, 45, 28, 37, 1, 4
2014/5/29, 80, 58, 28, 42, 3, 6
2014/5/30, 97, 61, 38, 29, 2, 3
2014/5/31, 93, 43, 33, 40, 1, 2
2014/6/1, 69, 39, 37, 42, 1, 3
2014/6/2, 67, 38, 40, 37, 2, 3
2014/6/3, 62, 70, 46, 39, 2, 3
2014/6/4, 121, 109, 35, 42, 2, 3
2014/6/5, 154, 44, 36, 32, 1, 3
2014/6/6, 74, 34, 44, 26, 1, 2
2014/6/7, 68, 43, 34, 43, 1, 3
2014/6/8, 81, 32, 27, 26, 2, 2
2014/6/9, 64, 39, 26, 32, 1, 3
2014/6/10, 72, 40, 25, 39, 1, 3
2014/6/11, 76, 44, 31, 40, 2, 3
2014/6/12, 84, 43, 34, 36, 1, 3
2014/6/13, 87, 37, 33, 21, 2, 2
2014/6/14, 81, 39, 33, 40, 1, 3
2014/6/15, 76, 37, 40, 36, 2, 3
2014/6/16, 72, 35, 32, 33, 2, 2
2014/6/17, 71, 45, 34, 43, 1, 3
2014/6/18, 78, 48, 32, 45, 1, 3
2014/6/19, 83, 54, 41, 37, 1, 3
2014/6/20, 87, 34, 36, 22, 1, 2
2014/6/21, 55, 34, 36, 31, 1, 2
2014/6/22, 50, 32, 35, 50, 1, 4
2014/6/23, 52, 35, 33, 46, 1, 6
2014/6/24, 63, 43, 35, 47, 1, 4
2014/6/25, 68, 42, 32, 43, 2, 3
2014/6/26, 72, 40, 34, 35, 1, 4
2014/6/27, 81, 43, 31, 25, 1, 3
2014/6/28, 80, 62, 27, 35, 1, 3
2014/6/29, 83, 49, 34, 36, 2, 3
2014/6/30, 73, 50, 32, 39, 2, 3
2014/1/1, 98, 51, 24, 50, 2, 8
2014/1/2, 108, 56, 28, 47, 2, 10
2014/1/3, 121, 48, 29, 30, 2, 7
2014/1/4, 108, 63, 27, 38, 2, 5
2014/1/5, 106, 52, 25, 39, 5, 5
2014/1/6, 110, 49, 20, 46, 3, 5
2014/1/7, 106, 36, 27, 45, 2, 3
2014/1/8, 67, 56, 20, 49, 3, 5
2014/1/9, 99, 43, 27, 33, 2, 3
2014/1/10, 89, 33, 32, 27, 2, 4
2014/1/11, 83, 39, 27, 42, 2, 3
2014/1/12, 80, 36, 25, 54, 2, 4
2014/1/13, 76, 50, 17, 53, 2, 7
2014/1/14, 108, 54, 16, 58, 3, 7
2014/1/15, 121, 57, 27, 69, 2, 7
2014/1/16, 110, 52, 34, 51, 2, 6
2014/1/17, 97, 43, 39, 39, 2, 7
2014/1/18, 110, 41, 31, 49, 2, 7
2014/1/19, 103, 51, 19, 53, 2, 8
2014/1/20, 111, 62, 18, 63, 3, 10
2014/1/21, 128, 66, 5, 65, 3, 13
2014/1/22, 133, 54, 24, 55, 2, 6
2014/1/23, 115, 45, 31, 46, 2, 5
2014/1/24, 77, 40, 27, 37, 2, 6
2014/1/25, 89, 80, 23, 61, 2, 6
2014/1/26, 117, 56, 31, 48, 2, 3
2014/1/27, 85, 79, 33, 41, 2, 3
2014/1/28, 103, 53, 36, 57, 4, 7
2014/1/29, 94, 51, 27, 50, 3, 6
2014/1/30, 91, 46, 30, 42, 2, 4
2014/1/31, 80, 45, 32, 32, 2, 5
2014/2/1, 92, 63, 22, 40, 2, 3
2014/2/2, 78, 53, 25, 42, 3, 3
2014/2/3, 86, 33, 24, 37, 4, 3
2014/2/4, 85, 37, 34, 43, 4, 2
2014/2/5, 84, 50, 28, 55, 5, 4
2014/2/6, 86, 42, 37, 42, 4, 4
2014/2/7, 90, 30, 44, 26, 3, 3
2014/2/8, 90, 53, 32, 61, 4, 4
2014/2/9, 94, 56, 36, 65, 4, 6
2014/2/10, 103, 40, 35, 49, 2, 4
2014/2/11, 87, 55, 28, 67, 2, 4
2014/2/12, 93, 60, 30, 75, 3, 6
2014/2/13, 90, 54, 39, 49, 3, 4
2014/2/14, 91, 48, 33, 31, 2, 1
2014/2/15, 80, 50, 28, 44, 2, 1
2014/2/16, 81, 34, 30, 53, 2, 3
2014/2/17, 68, 29, 32, 40, 2, 3
2014/2/18, 69, 41, 33, 49, 2, 3
2014/2/19, 89, 56, 31, 61, 3, 6
2014/2/20, 126, 60, 28, 59, 3, 6
2014/2/21, 118, 58, 45, 38, 2, 2
2014/2/22, 102, 65, 33, 46, 2, 2
2014/2/23, 114, 63, 32, 49, 2, 3
2014/2/24, 118, 42, 35, 40, 2, 2
2014/2/25, 73, 36, 34, 41, 2, 2
2014/2/26, 63, 45, 27, 41, 2, 2
2014/2/27, 72, 33, 35, 27, 2, 1
2014/2/28, 67, 44, 33, 33, 2, 3
2014/3/1, 93, 478, 22, 51, 3, 6
2014/3/2, 331, 520, 28, 33, 2, 2
2014/3/3, 288, 143, 30, 32, 2, 2
2014/3/4, 145, 107, 40, 46, 2, 3
2014/3/5, 141, 114, 37, 23, 2, 2
2014/3/6, 157, 62, 25, 35, 2, 2
2014/3/7, 101, 94, 31, 38, 2, 1
2014/3/8, 125, 31, 30, 63, 1, 1
2014/3/9, 56, 44, 18, 82, 1, 2
2014/3/10, 75, 42, 14, 93, 7, 2
2014/3/11, 70, 34, 26, 87, 2, 1
2014/3/12, 58, 33, 18, 93, 2, 2
2014/3/13, 66, 24, 37, 104, 2, 1
2014/3/14, 55, 30, 36, 140, 2, 3
2014/3/15, 66, 46, 32, 36, 2, 4
2014/3/16, 94, 124, 27, 36, 2, 5
2014/3/17, 144, 132, 35, 22, 2, 2
2014/3/18, 138, 77, 37, 24, 2, 3
2014/3/19, 129, 73, 38, 46, 2, 4
2014/3/20, 126, 45, 37, 46, 2, 4
2014/3/21, 87, 35, 42, 35, 2, 4
2014/3/22, 87, 49, 40, 57, 2, 4
2014/3/23, 99, 44, 41, 52, 2, 4
2014/3/24, 97, 25, 40, 39, 1, 3
2014/3/25, 54, 30, 34, 48, 2, 3
2014/3/26, 67, 34, 29, 50, 2, 3
2014/3/27, 75, 44, 37, 53, 2, 4
2014/3/28, 93, 34, 43, 20, 2, 2
2014/3/29, 76, 42, 41, 41, 2, 3
2014/3/30, 70, 42, 37, 48, 3, 3
2014/3/31, 76, 49, 40, 43, 3, 4
2025/5/24, , 34, 35, 10, 3, 3
2024/12/31, , 22, 22, 25, 2, 7
2019/11/22, , 44, 49, 21, 3, 4
2019/4/6, , 99, 47, 35, 2, 9
2018/12/31, , 18, 22, 30, 2, 11
2017/12/31, , 35, 25, 33, 2, 10
2017/11/22, , 37, 20, 34, 1, 6
2017/9/10, , 38, 36, 34, 2, 7
2016/1/3, , 41, 20, 34, 1, 8
2015/10/23, , 35, 29, 15, 3, 3
2014/12/31, , 103, 29, 54, 1, 5
2015/1/12, , 37, 12, 55, 2, 4
2015/1/17, , 49, 25, 61, 1, 9
2014/8/19, , 42, 34, 39, 2, 7
2013/12/31, , 45, 24, 47, 2, 9
2023/2/1, , , 34, 12, 1, 5
2022/8/3, , , 32, 10, 1, 5
2022/3/27, , , 110, 48, 4, 6
2022/3/30, , , 42, 87, 3, 12
2020/3/31, , , 43, 5, 1, 3
2019/12/31, , , 25, 27, 1, 4
2021/2/14, , , , 17, , 6
2019/10/11, , , , 17, , 7
