date, pm25, pm10, o3, no2, so2, co
2020/11/29, 73, , 31, 30, 2, 6
2020/11/30, 85, , 32, 33, 2, 6
2020/12/1, 89, , 28, 35, 2, 7
2020/12/2, 107, , 25, 28, 2, 4
2020/12/3, 100, , 30, 23, 2, 5
2020/12/4, 87, , 34, 13, 1, 
2020/12/5, 67, , 26, 26, 1, 3
2020/12/6, 58, , 21, 31, 1, 4
2020/12/7, 69, , 35, 22, 1, 3
2020/12/8, 92, , 29, 20, 1, 5
2020/12/9, 50, , 28, 30, 1, 6
2020/12/10, 72, , 36, 26, 1, 5
2020/12/11, 83, , 34, 23, 2, 7
2020/12/12, 97, , 12, 38, 2, 9
2020/12/13, 114, , 28, 15, 1, 3
2020/12/14, 103, , 25, 8, 1, 17
2020/12/15, 148, , 23, 16, 1, 4
2020/12/16, 74, , 17, 20, 1, 3
2020/12/17, 53, , 27, 17, 1, 4
2020/12/18, 72, , 29, 15, 1, 5
2020/12/19, 80, , 22, 30, 1, 8
2020/12/20, 95, , 25, 33, 2, 8
2020/12/21, 110, , 30, 28, 1, 7
2020/12/22, 119, , 31, 18, 1, 3
2020/12/23, 86, , 31, 23, 1, 6
2020/12/24, 71, , 28, 17, 1, 4
2020/12/25, 84, , 30, 11, 1, 3
2020/12/26, 87, , 27, 20, 1, 2
2020/12/27, 100, , 24, 20, 1, 3
2020/12/28, 74, , 20, 25, 1, 3
2020/12/29, 79, , 27, 26, 2, 3
2020/12/30, 90, , 23, 37, 2, 7
2020/12/31, 106, , 37, 21, 1, 6
2021/1/1, 119, , 36, 17, 1, 5
2021/1/2, 120, , 30, 30, 1, 7
2021/1/3, 150, , 20, 33, 2, 8
2020/7/1, 59, , 33, 10, 1, 1
2020/7/2, 67, , 32, 13, 1, 2
2020/7/3, 96, , 34, 5, , 1
2020/7/4, 95, , 40, 8, 1, 1
2020/7/5, 114, , , 6, , 1
2020/7/6, 98, , , 6, , 1
2020/7/7, 84, , , 8, , 1
2020/7/8, 79, , 29, 4, 1, 1
2020/7/9, 67, , 29, 5, , 1
2020/7/10, 75, , 35, 3, , 1
2020/7/11, 88, , 34, 8, 1, 1
2020/7/12, 83, , 34, 7, , 1
2020/7/13, 77, , 29, 8, , 2
2020/7/14, 65, , 31, 11, 1, 2
2020/7/15, 95, , 35, 8, 1, 2
2020/7/16, 96, , 40, 5, , 2
2020/7/17, 67, , 38, 3, , 2
2020/7/18, 110, , 31, 10, , 2
2020/7/19, 78, , 29, 6, , 2
2020/7/20, 82, , 34, 8, , 2
2020/7/21, 85, , 36, 10, , 2
2020/7/22, 84, , 33, 13, , 3
2020/7/23, 126, , 37, 5, , 2
2020/7/24, 114, , 38, 4, , 2
2020/7/25, 96, , 35, 12, , 3
2020/7/26, 93, , 36, 9, , 2
2020/7/27, 80, , 34, 7, , 2
2020/7/28, 89, , 33, 8, , 3
2020/7/29, 112, , 32, 8, , 2
2020/7/30, 81, , 30, 5, , 3
2020/7/31, 90, , 39, 3, , 3
2020/8/1, 104, , 35, 10, , 3
2020/8/2, 74, , 49, 15, , 3
2020/8/3, 83, , 40, 9, , 3
2020/8/4, 97, , 37, 8, , 3
2020/8/5, 77, , 38, 11, , 3
2020/8/6, 73, , 40, 6, , 
2020/8/7, 91, , 31, 2, , 3
2020/8/8, 81, , 34, 7, , 2
2020/8/9, 63, , 33, 8, , 2
2020/8/10, 58, , 40, 9, , 3
2020/8/11, 53, , 36, 9, , 3
2020/8/12, 85, , 40, 9, , 3
2020/8/13, 101, , 39, 5, , 3
2020/8/14, 97, , 38, 3, , 3
2020/8/15, 111, , 34, 10, , 3
2020/8/16, 99, , 36, 11, , 3
2020/8/17, 70, , 37, 12, , 3
2020/8/18, 70, , 33, 11, , 3
2020/8/19, 76, , 32, 14, , 3
2020/8/20, 69, , 38, 5, , 4
2020/8/21, 53, , 42, 3, , 3
2020/8/22, 62, , 35, 10, , 3
2020/8/23, 72, , 40, 13, , 4
2020/8/24, 69, , 32, 14, , 3
2020/8/25, 75, , 36, 14, , 4
2020/8/26, 69, , , 9, , 3
2020/8/27, 63, , , 10, , 3
2020/8/28, 74, , , 6, , 3
2020/8/29, 122, , 31, 8, , 4
2020/8/30, 145, , 29, 9, , 4
2020/8/31, 139, , 38, 10, , 4
2020/9/1, 122, , 30, 15, , 3
2020/9/2, 90, , 45, 13, , 4
2020/9/3, 113, , 39, 7, , 4
2020/9/4, 176, , 37, 3, , 4
2020/9/5, 160, , 35, 11, , 4
2020/9/6, 106, , 34, 15, 1, 4
2020/9/7, 104, , 33, 8, , 4
2020/9/8, 172, , 40, 10, , 4
2020/9/9, 92, , 41, 8, 1, 4
2020/9/10, 126, , 43, 10, , 4
2020/9/11, 143, , 47, 9, , 4
2020/9/12, 115, , 35, 16, 1, 4
2020/9/13, 121, , 32, 14, 1, 4
2020/9/14, 92, , 33, 11, , 4
2020/9/15, 84, , 32, 11, 1, 5
2020/9/16, 103, , 35, 15, 1, 5
2020/9/17, 135, , 37, 10, 1, 5
2020/9/18, 144, , 26, 3, , 4
2020/9/19, 104, , 35, 2, , 4
2020/9/20, 80, , 29, 8, , 4
2020/9/21, 72, , 32, 12, , 5
2020/9/22, 80, , 38, 10, 1, 4
2020/9/23, 71, , 35, 8, , 4
2020/9/24, 53, , 37, 7, , 3
2020/9/25, 69, , 29, 2, , 3
2020/9/26, 67, , 36, 8, 1, 4
2020/9/27, 73, , 33, 4, , 4
2020/9/28, 74, , 33, 9, , 4
2020/9/29, 79, , 25, 9, , 3
2020/9/30, 99, , 31, 11, , 4
2020/4/1, 68, , 43, 11, 1, 3
2020/4/2, 79, , 50, 10, 1, 3
2020/4/3, 78, , 39, 8, 1, 3
2020/4/4, 68, , 41, 9, 1, 2
2020/4/5, 95, , 38, 6, 1, 3
2020/4/6, 99, , 37, 5, 1, 3
2020/4/7, 74, , 40, 4, 1, 3
2020/4/8, 44, , 44, 2, 1, 3
2020/4/9, 45, , 43, 2, 1, 3
2020/4/10, 47, , 45, 2, 1, 3
2020/4/11, 58, , 44, 8, 1, 3
2020/4/12, 68, , 43, 9, 1, 3
2020/4/13, 77, , 42, 6, 1, 3
2020/4/14, 79, , 41, 6, 1, 
2020/4/15, 85, , 48, 9, 1, 4
2020/4/16, 81, , 44, 4, 1, 4
2020/4/17, 58, , 47, 2, 1, 3
2020/4/18, 72, , 44, 8, 1, 4
2020/4/19, 76, , 42, 7, 1, 4
2020/4/20, 70, , 38, 8, 1, 4
2020/4/21, 59, , 18, 10, 1, 5
2020/4/22, 88, , 40, 4, 1, 5
2020/4/23, 71, , 41, 9, 1, 5
2020/4/24, 87, , 46, 1, 1, 5
2020/4/25, 64, , 46, 8, 1, 5
2020/4/26, 51, , 46, 16, 1, 5
2020/4/27, 65, , 52, 10, 1, 5
2020/4/28, 66, , 42, 2, 1, 5
2020/4/29, 51, , 39, 10, 1, 5
2020/4/30, 66, , 47, 7, 1, 6
2020/5/1, 81, , 37, 4, 1, 5
2020/5/2, 43, , 35, 11, 1, 6
2020/5/3, 49, , 36, 16, 1, 6
2020/5/4, 49, , 44, 11, 1, 5
2020/5/5, 45, , 41, 8, 1, 5
2020/5/6, 59, , 39, 13, 1, 4
2020/5/7, 64, , 53, 12, 1, 
2020/5/8, 78, , 38, 2, 1, 
2020/5/9, 62, , 41, 8, 1, 3
2020/5/10, 63, , 39, 13, 1, 6
2020/5/11, 167, , 42, 14, 1, 4
2020/5/12, 69, , 40, 16, 1, 5
2020/5/13, 84, , 39, 12, 1, 4
2020/5/14, 94, , 57, 10, 1, 5
2020/5/15, 112, , 70, 17, 1, 5
2020/5/16, 103, , 64, 26, 2, 6
2020/5/17, 108, , 60, 26, 2, 6
2020/5/18, 97, , 61, 31, 2, 6
2020/5/19, 119, , 71, 32, 2, 7
2020/5/20, 113, , 84, 30, 3, 7
2020/5/21, 116, , 40, 11, 1, 6
2020/5/22, 94, , 44, 2, 1, 5
2020/5/23, 58, , 44, 6, 1, 4
2020/5/24, 52, , 44, 9, 1, 5
2020/5/25, 50, , 49, 13, 1, 6
2020/5/26, 73, , 37, 11, 1, 5
2020/5/27, 61, , 38, 4, 1, 4
2020/5/28, 50, , 44, 2, 1, 4
2020/5/29, 37, , 41, 4, 1, 5
2020/5/30, 45, , 36, 13, 1, 5
2020/5/31, 47, , 45, 17, 2, 5
2020/6/1, 61, , 39, 14, 1, 6
2020/6/2, 69, , 32, 10, 1, 5
2020/6/3, 54, , 37, 13, 1, 5
2020/6/4, 56, , 38, 6, 1, 5
2020/6/5, 56, , 42, 3, 1, 5
2020/6/6, 82, , 45, 13, 1, 6
2020/6/7, 95, , 32, 10, 1, 6
2020/6/8, 89, , 32, 5, 1, 5
2020/6/9, 65, , 31, 5, 1, 5
2020/6/10, 52, , 31, 7, 1, 6
2020/6/11, 68, , 33, 6, 1, 6
2020/6/12, 58, , 45, 7, 1, 6
2020/6/13, 66, , 36, 5, 1, 5
2020/6/14, 53, , 38, 8, 1, 5
2020/6/15, 45, , 35, 10, 1, 6
2020/6/16, 64, , 45, 19, 1, 6
2020/6/17, 64, , 33, 9, 1, 6
2020/6/18, 62, , 37, 5, 1, 6
2020/6/19, 63, , 38, 2, 1, 5
2020/6/20, 67, , 36, 17, 1, 6
2020/6/21, 56, , 35, 11, 1, 6
2020/6/22, 82, , 38, 8, , 5
2020/6/23, 69, , 34, 9, 1, 5
2020/6/24, 56, , 32, 11, 1, 5
2020/6/25, 50, , 37, 5, , 6
2020/6/26, 72, , 41, 4, , 6
2020/6/27, 107, , 38, 6, , 6
2020/6/28, 137, , 38, 7, 1, 6
2020/6/29, 87, , 38, 7, 1, 6
2020/6/30, 58, , 39, 8, 1, 3
2020/1/1, 74, 19, 15, 39, 36, 4
2020/1/2, 47, 9, 29, 23, 2, 26
2020/1/3, 42, 11, 25, 20, 3, 2
2020/1/4, 47, 16, 29, 37, 13, 17
2020/1/5, 57, 34, 35, 57, 30, 82
2020/1/6, 58, 14, 212, 51, 15, 82
2020/1/7, 67, 9, 73, 34, 12, 60
2020/1/8, 55, 15, 49, 37, 23, 139
2020/1/9, 51, 18, 45, 30, 19, 84
2020/1/10, 68, 11, 24, 47, 13, 60
2020/1/11, 69, 19, 29, 55, 34, 20
2020/1/12, 89, 14, 18, 52, 29, 79
2020/1/13, 89, 11, 28, 45, 32, 55
2020/1/14, 68, 19, 25, 56, 44, 110
2020/1/15, 79, 16, 32, 15, 9, 39
2020/1/16, 66, 11, 63, 37, 8, 51
2020/1/17, 68, 9, 23, 51, 8, 52
2020/1/18, 80, 9, 39, 18, 7, 16
2020/1/19, 55, 6, 36, 22, 1, 8
2020/1/20, 49, 15, 30, 53, 10, 79
2020/1/21, 52, 19, 42, 56, 22, 51
2020/1/22, 73, 16, 30, 41, 22, 14
2020/1/23, 54, 4, 45, 32, 10, 6
2020/1/24, 55, 13, 98, 42, 17, 73
2020/1/25, 53, 24, 82, 51, 44, 54
2020/1/26, 77, 17, 31, 46, 50, 63
2020/1/27, 103, 32, 33, 49, 22, 69
2020/1/28, 79, 17, 35, 47, 18, 30
2020/1/29, 55, 7, 75, 62, 16, 24
2020/1/30, 73, 20, 34, 51, 4, 26
2020/1/31, 53, 15, 36, 3, 1, 5
2020/2/1, 38, 9, 30, 23, 1, 16
2020/2/2, 54, 40, 31, 27, 2, 17
2020/2/3, 78, 18, 29, 24, 1, 8
2020/2/4, 81, 21, 28, 30, 1, 16
2020/2/5, 73, 14, 30, 21, 4, 11
2020/2/6, 79, 11, 34, 11, 1, 6
2020/2/7, 66, 5, 36, 2, 1, 11
2020/2/8, 54, 9, 33, 13, 1, 3
2020/2/9, 42, , 28, 18, 1, 3
2020/2/10, 37, , 26, 19, 1, 3
2020/2/11, 49, , 32, 23, 1, 7
2020/2/12, 59, , 34, 32, 1, 6
2020/2/13, 64, , 28, 23, 1, 5
2020/2/14, 77, , 37, 18, 1, 5
2020/2/15, 76, , 33, 21, 1, 5
2020/2/16, 103, , 34, 25, 2, 5
2020/2/17, 81, , 29, 24, 1, 5
2020/2/18, 358, , 31, 20, 1, 5
2020/2/19, 76, , 37, 15, 1, 5
2020/2/20, 63, , 40, 14, 1, 4
2020/2/21, 68, , 34, 10, 1, 5
2020/2/22, 57, , 32, 24, 1, 5
2020/2/23, 67, , 38, 19, 1, 5
2020/2/24, 68, , 40, 11, 1, 5
2020/2/25, 50, , 37, 18, 1, 5
2020/2/26, 60, , 37, 30, 1, 6
2020/2/27, 76, , 41, 24, 1, 7
2020/2/28, 95, , 40, 9, 1, 5
2020/2/29, 68, , 33, 8, 1, 5
2020/3/1, 59, , 38, 14, 1, 5
2020/3/2, 53, , 26, 29, 1, 9
2020/3/3, 65, , 37, 37, 2, 11
2020/3/4, 110, , 46, 34, 1, 10
2020/3/5, 99, , 37, 14, 1, 6
2020/3/6, 83, , 36, 8, 1, 6
2020/3/7, 44, , 31, 28, 1, 8
2020/3/8, 77, , 30, 37, 1, 9
2020/3/9, 99, , 36, 8, 1, 6
2020/3/10, 63, , 35, 22, 1, 7
2020/3/11, 74, , 31, 23, 1, 8
2020/3/12, 97, , 36, 7, 1, 6
2020/3/13, 84, , 34, 8, 1, 7
2020/3/14, 62, , 35, 20, 1, 7
2020/3/15, 76, , 38, 19, 1, 8
2020/3/16, 110, , 35, 7, 1, 6
2020/3/17, 61, , 43, 6, 1, 6
2020/3/18, 49, , 41, 7, 1, 6
2020/3/19, 57, , 36, 4, 1, 6
2020/3/20, 44, , 39, 4, 1, 7
2020/3/21, 33, , 36, 18, 1, 7
2020/3/22, 50, , 37, 26, 1, 8
2020/3/23, 73, , 46, 10, 1, 7
2020/3/24, 153, , 45, 9, 1, 7
2020/3/25, 63, , 47, 15, 1, 5
2020/3/26, 94, , 43, 8, 1, 2
2020/3/27, 95, , 45, 2, 1, 2
2020/3/28, 73, , 32, 9, 1, 2
2020/3/29, 50, , , , , 
2019/10/1, 82, 29, 31, 16, 1, 2
2019/10/2, 72, 33, 35, 21, 1, 3
2019/10/3, 79, 27, 38, 17, 1, 3
2019/10/4, 77, 25, 34, 14, 1, 4
2019/10/5, 82, 33, 30, 18, 1, 2
2019/10/6, 72, 29, 11, 18, 1, 4
2019/10/7, 23, , , , , 
2019/10/12, 38, 41, 37, 10, 1, 1
2019/10/13, 98, 42, 35, 6, 1, 1
2019/10/14, 127, 57, 28, 21, 1, 4
2019/10/15, 129, 53, 36, 14, 1, 6
2019/10/16, 107, 49, 32, 16, 1, 5
2019/10/17, 123, 39, 33, 14, 1, 7
2019/10/18, 90, 35, 33, 10, 1, 6
2019/10/19, 77, 36, 29, 15, 1, 6
2019/10/20, 86, 30, 31, 10, 1, 5
2019/10/21, 77, 45, 44, 21, 2, 6
2019/10/22, 113, 39, 35, 19, 1, 5
2019/10/23, 66, 30, 41, 18, 1, 5
2019/10/24, 59, 45, 51, 22, 1, 5
2019/10/25, 84, 36, 36, 18, 1, 6
2019/10/26, 84, 44, 39, 26, 1, 7
2019/10/27, 92, 43, 36, 22, 1, 5
2019/10/28, 90, 39, 30, 23, 1, 8
2019/10/29, 71, 37, 36, 27, 1, 8
2019/10/30, 84, 39, 40, 26, 2, 7
2019/10/31, 103, 38, 35, 21, 1, 8
2019/11/1, 100, 29, 31, 13, 1, 7
2019/11/2, 69, 34, 37, 21, 1, 7
2019/11/3, 79, 51, 39, 33, 2, 9
2019/11/4, 101, 61, 38, 38, 2, 10
2019/11/5, 118, 64, 38, 38, 2, 9
2019/11/6, 122, 77, 29, 42, 3, 7
2019/11/7, 122, 77, 40, 31, 1, 7
2019/11/8, 136, 60, 38, 21, , 5
2019/11/9, 131, 65, 33, 40, 1, 8
2019/11/10, 149, 62, 25, 42, 2, 6
2019/11/11, 96, 50, 36, 37, 3, 3
2019/11/12, 95, 86, 31, 31, 1, 3
2019/11/13, 134, 72, 27, 41, 2, 5
2019/11/14, 125, 57, 37, 17, 1, 4
2019/11/15, 104, 32, 37, 12, , 3
2019/11/16, 66, 38, 24, 19, 1, 4
2019/11/17, 92, , , , , 
2019/11/23, 87, 50, 39, 33, 2, 5
2019/11/24, 106, 63, 23, 50, 2, 7
2019/11/25, 121, 68, 32, 34, 2, 4
2019/11/26, 100, 86, 37, 24, 1, 4
2019/11/27, 96, , 35, 28, 2, 3
2019/11/28, 81, , 35, 23, 1, 3
2019/11/29, 71, , 24, 15, 1, 3
2019/11/30, 74, 36, 27, 23, 1, 4
2019/12/1, 73, 30, 32, 13, 1, 1
2019/12/2, 52, 46, 28, 30, 1, 4
2019/12/3, 60, 40, 27, 26, 1, 4
2019/12/4, 58, 39, 31, 19, 1, 2
2019/12/5, 59, 24, 32, 10, 1, 2
2019/12/6, 48, 30, 30, 16, 1, 2
2019/12/7, 63, 39, 24, 22, 1, 3
2019/12/8, 117, 31, 29, 18, 1, 2
2019/12/9, 57, 51, 24, 23, , 3
2019/12/10, 60, 55, 23, 36, 1, 5
2019/12/11, 73, 54, 31, 21, 1, 3
2019/12/12, 75, 204, 30, 9, , 2
2019/12/13, 128, 105, 26, 5, , 1
2019/12/14, 120, 61, 22, 35, 1, 5
2019/12/15, 68, 62, 25, 32, 2, 5
2019/12/16, 84, 64, 27, 35, 2, 7
2019/12/17, 97, 46, 24, 28, 1, 5
2019/12/18, 89, 59, 20, 38, 2, 6
2019/12/19, 88, 54, 35, 32, 1, 5
2019/12/20, 65, 46, 36, 27, , 5
2019/12/21, 77, 78, 23, 44, 2, 10
2019/12/22, 123, 70, 8, 39, 2, 7
2019/12/23, 110, 128, 33, 21, 1, 3
2019/12/24, 94, 431, 23, 7, 1, 2
2019/12/25, 171, 31, 34, 8, 1, 1
2019/12/26, 65, 31, 34, 7, 1, 2
2019/12/27, 49, 20, 19, 15, 1, 3
2019/12/28, 42, , 20, 40, 1, 5
2019/12/29, 50, , , , , 
2019/7/1, 78, 34, 42, 19, 2, 5
2019/7/2, 56, 36, 38, 12, 1, 4
2019/7/3, 63, 34, 39, 14, 1, 4
2019/7/4, 65, 29, 40, 9, 1, 3
2019/7/5, 66, 36, 41, 5, 1, 4
2019/7/6, 84, 52, 41, 11, 1, 4
2019/7/7, 94, 49, 43, 9, 1, 3
2019/7/8, 90, 43, 38, 11, 1, 4
2019/7/9, 82, 42, 36, 12, 1, 3
2019/7/10, 84, 49, 37, 13, 1, 5
2019/7/11, 100, 45, 37, 8, 1, 4
2019/7/12, 86, 25, 41, 3, 1, 3
2019/7/13, 48, 36, 41, 10, 1, 3
2019/7/14, 63, 28, 35, 11, 1, 4
2019/7/15, 60, 28, 29, 11, 1, 3
2019/7/16, 61, 72, 68, 20, 2, 5
2019/7/17, 102, 46, 32, 9, 1, 3
2019/7/18, 72, 34, 43, 7, 1, 3
2019/7/19, 75, 24, 40, 5, 1, 4
2019/7/20, 62, 30, 40, 10, 1, 4
2019/7/21, 68, 38, 41, 11, 1, 4
2019/7/22, 83, 41, 38, 14, 1, 4
2019/7/23, 85, 39, 38, 16, 1, 4
2019/7/24, 77, 41, 40, 13, 1, 4
2019/7/25, 82, 42, 42, 11, 2, 4
2019/7/26, 91, 33, 40, 5, 1, 4
2019/7/27, 77, 35, 39, 10, 1, 4
2019/7/28, 69, 73, 40, 13, 2, 4
2019/7/29, 69, 37, 31, 16, 1, 5
2019/7/30, 76, 31, 29, 13, 1, 5
2019/7/31, 73, 29, 27, 10, 1, 4
2019/8/1, 65, 35, 39, 7, 1, 4
2019/8/2, 81, 33, 41, 5, 1, 3
2019/8/3, 81, 45, 39, 13, 1, 4
2019/8/4, 85, 42, 33, 11, 1, 4
2019/8/5, 81, 42, 41, 13, 1, 5
2019/8/6, 71, 46, 38, 13, 1, 4
2019/8/7, 80, 48, 33, 13, 1, 4
2019/8/8, 86, 41, 43, 9, 1, 4
2019/8/9, 81, 33, 39, 5, 1, 4
2019/8/10, 62, 35, 38, 6, 1, 4
2019/8/11, 60, 35, 35, 16, 1, 5
2019/8/12, 71, 40, 36, 18, 1, 6
2019/8/13, 82, 66, 36, 12, 1, 5
2019/8/14, 79, 40, 34, 20, 2, 5
2019/8/15, 83, 50, 36, 17, 1, 3
2019/8/16, 81, 29, 34, 4, 1, 1
2019/8/17, 69, 35, 36, 10, 1, 4
2019/8/18, 79, 34, 47, 12, 1, 5
2019/8/19, 67, 35, 41, 14, 1, 5
2019/8/20, 74, 25, 36, 13, 1, 5
2019/8/21, 69, 30, 39, 14, 1, 5
2019/8/22, 74, 31, 38, 9, 1, 4
2019/8/23, 79, 26, 37, 4, 1, 2
2019/8/24, 74, 29, 34, 12, 1, 4
2019/8/25, 72, 33, 30, 15, 1, 5
2019/8/26, 78, 32, 31, 13, 1, 4
2019/8/27, 81, 39, 32, 13, 1, 5
2019/8/28, 87, 45, 35, 12, 1, 5
2019/8/29, 90, 35, 37, 7, 1, 5
2019/8/30, 81, 31, 39, 4, 1, 4
2019/8/31, 75, 38, 39, 11, 1, 5
2019/9/1, 87, 30, 34, 11, 1, 4
2019/9/2, 77, 31, 36, 12, 1, 5
2019/9/3, 74, 34, 38, 14, 1, 5
2019/9/4, 70, 38, 39, 12, 1, 5
2019/9/5, 81, 33, 38, 7, 1, 4
2019/9/6, 82, 25, 39, 4, 1, 4
2019/9/7, 58, 40, 42, 13, 1, 5
2019/9/8, 85, 33, 39, 12, 1, 5
2019/9/9, 76, 32, 38, 14, 1, 4
2019/9/10, 78, 40, 37, 18, 1, 4
2019/9/11, 105, 40, 38, 12, 1, 5
2019/9/12, 90, 35, 40, 11, 1, 5
2019/9/13, 87, 34, 41, 7, 1, 4
2019/9/14, 83, 39, 43, 17, 1, 6
2019/9/15, 84, 38, 38, 15, 1, 5
2019/9/16, 95, 31, 41, 14, 1, 6
2019/9/17, 74, 32, 42, 20, 2, 5
2019/9/18, 74, 32, 38, 15, 1, 4
2019/9/19, 87, 26, 41, 10, 1, 5
2019/9/20, 74, 24, 43, 6, 1, 4
2019/9/21, 73, 44, 39, 19, 1, 3
2019/9/22, 116, 35, 37, 20, 1, 5
2019/9/23, 84, 29, 37, 22, 1, 4
2019/9/24, 65, 28, 32, 22, 1, 6
2019/9/25, 62, 31, 29, 21, 1, 6
2019/9/26, 67, 37, 27, 13, 1, 6
2019/9/27, 75, 29, 27, 7, 1, 5
2019/9/28, 69, 27, 30, 9, 1, 5
2019/9/29, 68, 20, 36, 5, 1, 2
2019/9/30, 68, 21, 34, 7, 1, 2
2019/4/1, 73, 44, 47, 21, 2, 6
2019/4/2, 68, 45, 45, 22, 2, 7
2019/4/3, 76, 50, 38, 23, 3, 5
2019/4/4, 89, , , , , 
2019/4/7, 120, 93, 62, 22, 2, 7
2019/4/8, 117, 72, 49, 14, 1, 7
2019/4/9, 101, 31, 45, 14, 1, 6
2019/4/10, 45, 41, 40, 21, 2, 5
2019/4/11, 57, 39, 45, 16, 2, 5
2019/4/12, 63, 49, 53, 22, 1, 11
2019/4/13, 85, 133, 46, 14, 1, 5
2019/4/14, 116, 51, 38, 18, 2, 3
2019/4/15, 70, 35, 40, 17, 1, 3
2019/4/16, 64, 31, 52, 12, 1, 2
2019/4/17, 51, 36, 49, 13, 1, 2
2019/4/18, 67, 39, 60, 8, 2, 3
2019/4/19, 70, 32, 53, 3, 1, 2
2019/4/20, 57, 38, 56, 6, 1, 2
2019/4/21, 53, 28, 45, 10, 1, 2
2019/4/22, 44, 34, 45, 16, 2, 2
2019/4/23, 61, 37, 52, 19, 2, 4
2019/4/24, 74, 36, 60, 20, 2, 4
2019/4/25, 73, 39, 57, 11, 2, 4
2019/4/26, 72, 53, 62, 17, 2, 5
2019/4/27, 100, 58, 54, 22, 2, 5
2019/4/28, 117, 70, 46, 35, 3, 6
2019/4/29, 125, 64, 45, 21, 2, 4
2019/4/30, 127, 72, 52, 32, 2, 5
2019/5/1, 124, 83, 46, 31, 3, 5
2019/5/2, 115, 34, 41, 6, 2, 3
2019/5/3, 58, 23, 48, 6, 2, 3
2019/5/4, 46, 50, 53, 28, 2, 5
2019/5/5, 85, 82, 57, 33, 2, 6
2019/5/6, 100, 79, 48, 8, 1, 3
2019/5/7, 84, 35, 43, 9, 2, 3
2019/5/8, 54, 24, 47, 7, 2, 4
2019/5/9, 43, 24, 45, 10, 2, 4
2019/5/10, 46, 28, 39, 10, 1, 4
2019/5/11, 64, 46, 43, 20, 2, 5
2019/5/12, 78, 51, 44, 26, 4, 5
2019/5/13, 83, 42, 54, 22, 4, 5
2019/5/14, 74, 33, 45, 19, 2, 5
2019/5/15, 66, 47, 53, 29, 2, 7
2019/5/16, 85, 65, 44, 17, 2, 10
2019/5/17, 94, 39, 39, 9, 2, 7
2019/5/18, 68, 29, 40, 11, 2, 5
2019/5/19, 56, 37, 39, 15, 2, 4
2019/5/20, 75, 43, 32, 18, 2, 6
2019/5/21, 85, 57, 42, 38, 3, 9
2019/5/22, 112, 106, 66, 52, 5, 15
2019/5/23, 174, 87, 70, 31, 5, 9
2019/5/24, 141, 34, 43, 3, 2, 3
2019/5/25, 64, 25, 45, 11, 2, 4
2019/5/26, 47, 31, 39, 13, 2, 4
2019/5/27, 58, 31, 41, 8, 2, 6
2019/5/28, 69, 42, 44, 14, 2, 7
2019/5/29, 82, 48, 49, 18, 2, 8
2019/5/30, 82, 45, 38, 8, 2, 7
2019/5/31, 74, 33, 42, 4, 2, 3
2019/6/1, 68, 34, 37, 8, 2, 5
2019/6/2, 63, 40, 33, 12, 2, 4
2019/6/3, 66, 49, 31, 15, 2, 6
2019/6/4, 72, 58, 37, 15, 2, 5
2019/6/5, 82, 53, 32, 11, 2, 3
2019/6/6, 76, 30, 35, 6, 1, 3
2019/6/7, 67, 21, 36, 2, 1, 2
2019/6/8, 56, 29, , 3, , 3
2019/6/9, 71, 48, 52, 20, 2, 5
2019/6/10, 85, 60, 83, 33, 2, 5
2019/6/11, 113, 43, 41, 10, 1, 3
2019/6/12, 92, 34, 36, 9, 1, 3
2019/6/13, 72, 32, 35, 5, 1, 2
2019/6/14, 75, 37, 35, 6, 2, 3
2019/6/15, 81, 46, 33, 15, 2, 4
2019/6/16, 90, 44, 42, 12, 1, 3
2019/6/17, 81, 43, 34, 12, 2, 3
2019/6/18, 83, 45, 38, 13, 2, 4
2019/6/19, 84, 40, 39, 14, 1, 4
2019/6/20, 80, 36, 45, 9, 1, 4
2019/6/21, 76, 33, 44, 4, 1, 3
2019/6/22, 77, 40, 38, 11, 1, 4
2019/6/23, 79, 38, 35, 10, 2, 4
2019/6/24, 90, 35, 33, 10, 1, 5
2019/6/25, 79, 37, 30, 14, 1, 5
2019/6/26, 78, 47, 29, 16, 1, 5
2019/6/27, 75, 45, 40, 7, 1, 4
2019/6/28, 89, 40, 45, 3, 1, 4
2019/6/29, 84, 42, 41, 13, 1, 4
2019/6/30, 82, 42, 39, 13, 1, 4
2019/1/1, 64, , 24, 26, 1, 7
2019/1/2, 58, , 30, 19, 1, 7
2019/1/3, 116, , 31, 24, 1, 9
2019/1/4, 66, , 39, 17, 1, 8
2019/1/5, 70, , 36, 10, 1, 6
2019/1/6, 57, , 31, 11, 1, 7
2019/1/7, 86, , 34, 10, 1, 7
2019/1/8, 46, , 30, 18, 1, 8
2019/1/9, 42, , 27, 28, 1, 9
2019/1/10, 55, , 31, 25, 1, 12
2019/1/11, 56, , 36, 19, 1, 11
2019/1/12, 88, , 33, 16, 1, 8
2019/1/13, 137, , 31, 14, 1, 8
2019/1/14, 142, , 30, 22, 2, 9
2019/1/15, 68, , 37, 10, 1, 7
2019/1/16, 72, , 34, 11, 1, 9
2019/1/17, 53, , 31, 16, 1, 10
2019/1/18, 52, , 34, 17, 1, 10
2019/1/19, 66, , 16, 34, 2, 15
2019/1/20, 82, , 23, 33, 2, 15
2019/1/21, 95, , 20, 30, 2, 12
2019/1/22, 103, , 26, 34, 2, 6
